feature,logloss
f249,0.192901970198585
f250,0.19289948296570747
f251,0.19290014754836357
f252,0.1925759666754159
f253,0.1928926060745745
f254,0.19288413861731482
f255,0.19288162006022752
f256,0.19286865549068283
f257,0.1928996461138035
f258,0.192901970198585
f259,0.192901970198585
f260,0.192901970198585
f261,0.19276505989935686
f262,0.192901970198585
f263,0.19288673947422505
f264,0.1928928223027237
f265,0.19266299267959353
f266,0.192901970198585
f267,0.192901970198585
f268,0.192901970198585
f269,0.19290204082277856
f270,0.192901970198585
f271,0.192901970198585
f272,0.19287003921441814
f273,0.19288275799367852
f274,0.19267858229626716
f275,0.19287994170482337
f276,0.192893526966317
f277,0.192901970198585
f278,0.19290203944807804
f279,0.192901970198585
f280,0.192696393148395
f281,0.192901970198585
f282,0.19289452224082954
f283,0.19289858132794402
f284,0.19289858132794402
f285,0.1923907628177208
f286,0.192901970198585
f287,0.192901970198585
f288,0.19290200468381818
f289,0.19290194381544148
f290,0.192901970198585
f291,0.192901970198585
f292,0.19279738071600044
f293,0.19285873205930867
f294,0.192901970198585
f295,0.192901970198585
f296,0.1928662938795423
f297,0.19281286413006496
f298,0.192901970198585
f299,0.1928859402993098
f300,0.192901970198585
f301,0.192901970198585
f302,0.19289832698403636
f303,0.192901970198585
f304,0.192901970198585
f305,0.19290221657379464
f306,0.19285835769363951
f307,0.192901970198585
f308,0.192901970198585
f309,0.192901970198585
f310,0.17634737200814382
f311,0.17609855311809403
f312,0.17583249977770576
f313,0.17570893130089213
f314,0.17574707707432394
f315,0.17826192674404248
f316,0.17795280257776017
f317,0.17869858408603886
f318,0.17822916344838824
f319,0.17780835662691097
f320,0.17857042109707744
f321,0.17883623383652233
f322,0.17781724204664445
f323,0.1777150502765569
f324,0.17706551477851828
f325,0.17927040506677638
f326,0.1785859225921833
f327,0.17874879658652612
f328,0.17869638193188342
f329,0.1791224763695352
f330,0.1787800787433707
f331,0.1789214765069414
f332,0.19290163663147494
f333,0.19290162258629584
f334,0.192901970198585
f335,0.192901970198585
f336,0.18445217746206918
f337,0.18400209083926006
f338,0.18468987412204121
f339,0.18381896021106206
f340,0.1840725879698124
f341,0.1845663538861459
f342,0.18522205600096503
f343,0.18379597744745454
f344,0.18340563528340556
f345,0.18305432960541237
f346,0.182385296631793
f347,0.176561452270511
f348,0.1782919811576049
f349,0.19180304203988885
f350,0.18916208999514977
f351,0.17755194175741423
f352,0.17755194175741423
f353,0.17896679994006137
f354,0.192901970198585
f355,0.17839304078525217
f356,0.17789509417044572
f357,0.17723604465987633
f358,0.17625690773461883
f359,0.1928293889671272
f360,0.1928986949555021
f361,0.189636722078168
f362,0.16305474855758517
f363,0.14380923337230267
f364,0.18662142713143
f365,0.14762019230130827
f366,0.13493425611997023
f375,0.19084256812864814
f376,0.1877922345286166
f377,0.192901970198585
f378,0.192901970198585
f374,0.192901970198585
