feature,logloss
f189,0.1917208204392333
f190,0.19024128382542912
f191,0.1906387865375028
f192,0.18918731092710522
f193,0.18924573445981574
f194,0.19043151676859935
f195,0.19134067559504678
f196,0.18969042032571595
f197,0.1896333864613606
f198,0.18734197521217064
f199,0.18203348851626938
f200,0.18129214410416764
f201,0.18150217446350553
f202,0.1824642417423141
f203,0.1855312644041817
f204,0.18611621198181863
f205,0.19166987708969394
f206,0.19133015840878786
f207,0.18599119988852528
f208,0.17526694374147456
f209,0.1696611871241848
f210,0.1625530907194727
f211,0.18451733945697302
f212,0.18490380424888717
f213,0.18992279562789782
f214,0.17942747274618726
f215,0.1823766841427126
f216,0.1797097957267384
f217,0.18609298991225315
f218,0.18641567265195666
f219,0.18710157504703145
f220,0.19105407891998782
f221,0.19168032537674642
f222,0.1868740548018647
f223,0.1753573639300055
f224,0.18327329476745538
f225,0.1796008327156355
f226,0.1917208204392333
f227,0.1916313766787874
f228,0.19174168792091778
f229,0.1917208204392333
f230,0.19145300094347775
f231,0.19154318640237095
f232,0.1917236695609778
f233,0.19171745234265272
f234,0.19170695563537396
f235,0.19172307119961232
f236,0.1917208204392333
f237,0.19114221148136976
f238,0.1917208204392333
f239,0.19170995063446045
f240,0.1917208204392333
f241,0.19119251271104915
f242,0.19169132236072797
f243,0.1917208204392333
f244,0.1916661781467547
f245,0.1917208204392333
f246,0.1917208204392333
f247,0.1916572345480591
f248,0.1917208204392333
f249,0.1917208204392333
f250,0.1917114947945581
f251,0.1917192682652257
f252,0.19139912915054352
f253,0.19174027549628886
f254,0.19169418898843157
f255,0.19169188489679934
f256,0.19167433884127127
f257,0.19171882444197183
f258,0.1917208204392333
f259,0.1917208204392333
f260,0.1917208204392333
f261,0.19161641544624153
f262,0.1917208204392333
f263,0.1917142758118459
f264,0.19172338543464346
f265,0.19142754338194198
f266,0.1917208204392333
f267,0.1917208204392333
f268,0.1917208204392333
f269,0.19172067880931992
f270,0.1917208204392333
f271,0.1917208204392333
f272,0.19168557119400934
f273,0.1916774947949182
f274,0.19154115468344
f275,0.1916604640257358
f276,0.19171661243650376
f277,0.1917208204392333
f278,0.19172002617824926
f279,0.1917208204392333
f280,0.19148104075039338
f281,0.1917208204392333
f282,0.19171310743842582
f283,0.19168505153219723
f284,0.19168505153219723
f285,0.19108052424289512
f286,0.1917208204392333
f287,0.1917208204392333
f288,0.19172675296333228
f289,0.1917228834887841
f290,0.1917208204392333
f291,0.1917208204392333
f292,0.1916724628131369
f293,0.19170160316563176
f294,0.1917208204392333
f295,0.1917208204392333
f296,0.19170613210820597
f297,0.19164349444719278
f298,0.1917208204392333
f299,0.1916928203449203
f300,0.1917208204392333
f301,0.1917208204392333
f302,0.19173628919733499
f303,0.1917208204392333
f304,0.1917208204392333
f305,0.19172315075635854
f306,0.19169028642863656
f307,0.1917208204392333
f308,0.1917208204392333
f309,0.1917208204392333
f310,0.17455903056790228
f311,0.17434976064102517
f312,0.1741637351163751
f313,0.1740978953854337
f314,0.17421076311909214
f315,0.1762859046675327
f316,0.17623855510010572
f317,0.1771157900478899
f318,0.17638945712688364
f319,0.17604699956499753
f320,0.17717200795890412
f321,0.1775023558120912
f322,0.17638715951235645
f323,0.17598432502362987
f324,0.17555752260063995
f325,0.17765529003086145
f326,0.17672655531196774
f327,0.17720063554099577
f328,0.1769660461045221
f329,0.17739984847561677
f330,0.17694999292138844
f331,0.17719119014784207
f332,0.1917267854422542
f333,0.1917266386669017
f334,0.1917208204392333
f335,0.1917208204392333
f336,0.18209444824456933
f337,0.18165680593738942
f338,0.18188054804102943
f339,0.18195570597910823
f340,0.18217749931583066
f341,0.1826653250688236
f342,0.1830906633902285
f343,0.1815875767100644
f344,0.18164665270213035
f345,0.18117446893278802
f346,0.18070751847675068
f347,0.17463752728621212
f348,0.1767356643966192
f349,0.1904794954054942
f350,0.18723191269057832
f351,0.17581770233427846
f352,0.17581770233427846
f353,0.1772929625120235
f354,0.1917208204392333
f355,0.17676319518186076
f356,0.17602221151785102
f357,0.17551586898925617
f358,0.17446026432329353
f359,0.1916504952607264
f360,0.19171862525333308
f361,0.1889539729729642
f362,0.1632104706038741
f363,0.14321649892361943
f364,0.18555951339133314
f365,0.14644512351808325
f366,0.1346841444720545
f375,0.18939827121270555
f376,0.18598214929064805
f377,0.1917208204392333
f378,0.1917208204392333
f374,0.1917208204392333
f1,0.12855031613419912
f2,0.12752207153327624
f3,0.1313589989982457
f4,0.13305370876672581
f5,0.12614470009411338
f6,0.1259128817964366
f7,0.12765987036317047
f8,0.125925614562534
f9,0.12572825617670014
f10,0.12589962510556513
f11,0.1266816528139837
f12,0.12644871831568866
f13,0.13467816804670454
f14,0.1346841444720545
f15,0.1346841444720545
f16,0.1346841444720545
f17,0.1346841444720545
f18,0.13467419177059597
f19,0.1346841444720545
f20,0.1346841444720545
f21,0.1346841444720545
f22,0.12371543858839947
f23,0.1346841444720545
f24,0.1346841444720545
f25,0.1346841444720545
f26,0.13180662894752124
f27,0.12673772325637495
f28,0.11975640771303117
f29,0.12483970845220711
f30,0.12145295765066819
f31,0.12081502625287921
f32,0.13096741432122677
f33,0.13431370208553065
f34,0.13465933179326514
f35,0.13225486348466176
f36,0.13303618720624977
f37,0.13466305204669698
f38,0.12308270625793001
f39,0.12349794280437904
f40,0.12982369797140736
f41,0.12203060738266833
f42,0.1346841444720545
f43,0.1278861796163726
f44,0.13400915414250703
f45,0.12946625206533052
f46,0.12404080238850661
f47,0.12296759173713646
f48,0.13223519582865864
f49,0.13098689404252456
f50,0.1346841444720545
f51,0.12250332428504743
f52,0.1346841444720545
f53,0.1346841444720545
f54,0.1346841444720545
f55,0.1346841444720545
f56,0.1346841444720545
f57,0.1346841444720545
f58,0.12205956294786417
f59,0.1202895237773034
f60,0.12752621606970205
f61,0.1341104364542406
f62,0.1346841444720545
f63,0.13431429335454348
f64,0.1346574221220427
f65,0.12754070535068357
f66,0.1346841444720545
f67,0.12070123783055914
f68,0.11999241774711811
f69,0.1231244235227982
f70,0.13467470537454987
f71,0.13467825446984766
f72,0.13176101370561755
f73,0.12503942296775103
f74,0.1249078832094634
f75,0.13452676028350047
f76,0.12073736153361175
f77,0.11988274266728789
f78,0.12689797327764438
f79,0.1340695132530981
f80,0.1346841444720545
f81,0.13423627136272712
f82,0.1312783544602621
f83,0.1277262678024964
f84,0.1346803098154771
f85,0.12139613527065651
f86,0.12321320812813072
f87,0.13218696954738904
f88,0.1346841444720545
f89,0.13179777309030596
f90,0.12458488355485653
f91,0.12413566895232828
f92,0.1346841444720545
f93,0.12243492364547058
f94,0.12205379649907842
f95,0.12023044462509967
f96,0.1198769057769403
f97,0.12114384778757385
f98,0.12033908738618684
f99,0.12014681904233168
f100,0.12377465107684839
f101,0.1224839352340153
f102,0.1346841444720545
f103,0.12047981859025451
f104,0.12992366962886737
f105,0.12125666175041003
f106,0.12427230039824062
f107,0.12868438389362175
f108,0.12769561815596356
f109,0.1272341418236489
f110,0.1329792058388102
f111,0.12978708222964921
f112,0.1346841444720545
f113,0.12129213739786705
f114,0.1317975225375442
f115,0.1243966373307382
f116,0.1267765839081369
f117,0.1312421538956701
f118,0.1290900596942031
f119,0.1296978865359231
f120,0.134672754935084
f121,0.13269922427511852
f122,0.1346841444720545
f123,0.12285536406816547
f124,0.12592494917027192
f125,0.11835993799163455
f126,0.12239401196633795
f127,0.12210108001854432
f128,0.1346841444720545
f129,0.1346841444720545
f130,0.12120972284629183
f131,0.12094602401358454
f132,0.12247793124781094
f133,0.12091378239798092
f134,0.12116300001920383
f135,0.1346841444720545
f136,0.1346841444720545
f137,0.12265308958770206
f138,0.12150888133929047
f139,0.1206695224118915
f140,0.12036692629450634
f141,0.12051206399453127
f142,0.1201290096247371
f143,0.11970533661306042
f144,0.1346841444720545
f145,0.1346841444720545
f146,0.12128300019896421
f147,0.12107443160672464
f148,0.12126140887500614
f149,0.12057235733614724
f150,0.1214439649469182
f151,0.12187792014029789
f152,0.13349594990446503
f153,0.13344772158463117
f154,0.1346841444720545
f155,0.13350302457339197
f156,0.133215463308174
f157,0.1305857347097576
f158,0.12843688083875676
f159,0.1334401661785415
f160,0.13419581657955923
f161,0.13195893050134955
f162,0.13192581893671748
f163,0.12603895462490466
f164,0.12664441077704053
f165,0.13467601414816485
f166,0.12524521745681144
f167,0.12482961708712685
f168,0.1221947033355772
f169,0.12053801440195348
f170,0.12412280177181903
f171,0.12955055696294338
f172,0.12220766119943775
f173,0.12214400176392311
f174,0.12973271171626446
f175,0.13065098032418235
f176,0.1346841444720545
f177,0.1291613944469021
f178,0.13022339749337686
f179,0.12418751966166822
f180,0.12200866591624776
f181,0.12823731184080778
f182,0.1322711074039179
f183,0.12787688611179468
f184,0.1280899521822553
f185,0.13043612388752937
f186,0.1209654493104754
f187,0.1337117667792117
f188,0.13345652116391082
f189,0.1346841444720545
f190,0.13371687669100624
f191,0.13331034087833016
f192,0.13105107524849488
f193,0.13028397224039165
f194,0.13355386958051804
f195,0.13421710400128897
f196,0.13181960191333414
f197,0.13236694670911994
f198,0.1286903186991626
f199,0.12057812376467598
f200,0.11981482534722179
f201,0.12026441979554948
f202,0.12014064028873478
f203,0.12084868044688173
f204,0.11981958576863025
f205,0.13178841326861404
f206,0.13029900537474917
f207,0.1274580673748109
f208,0.1311714291282258
f209,0.13020937120501588
f210,0.12827622388520635
f211,0.13271864315781828
f212,0.13266018634402296
f213,0.13308297845897357
f214,0.12624034785021662
f215,0.1285647164605858
f216,0.1260376956422174
f217,0.13042830212474707
f218,0.13080250234939844
f219,0.13081659105476245
f220,0.13358175280731743
f221,0.1345586955110887
f222,0.13144876472680195
f223,0.12337819310054125
f224,0.12753446907504842
f225,0.12572884746679444
f226,0.1346841444720545
f227,0.13445124397404604
f228,0.13470319244865492
f229,0.1346841444720545
f230,0.1345067875168615
f231,0.13365347448625664
f232,0.13404021032137176
f233,0.13464171593362134
f234,0.13467505365106364
f235,0.13468401132802682
f236,0.1346841444720545
f237,0.1344433579199132
f238,0.1346841444720545
f239,0.13468302967492277
f240,0.1346841444720545
f241,0.13409698036673265
f242,0.1346948236234525
f243,0.1346841444720545
f244,0.13464091452156926
f245,0.1346841444720545
f246,0.1346841444720545
f247,0.13459238271340046
f248,0.1346841444720545
f249,0.1346841444720545
f250,0.13470414936837666
f251,0.134674545471063
f252,0.1343382915929433
f253,0.13477963034713436
f254,0.1346627161204606
f255,0.1346706095570784
f256,0.13467522270648144
f257,0.1345889886618613
f258,0.1346841444720545
f259,0.1346841444720545
f260,0.1346841444720545
f261,0.13458644441087542
f262,0.1346841444720545
f263,0.13472315717938801
f264,0.1347224719914515
f265,0.13460722957296503
f266,0.1346841444720545
f267,0.1346841444720545
f268,0.1346841444720545
f269,0.13461100140541696
f270,0.1346841444720545
f271,0.1346841444720545
f272,0.13462794435023476
f273,0.13464902312915888
f274,0.1346473480581731
f275,0.13466393136443658
f276,0.13444532495403616
f277,0.1346841444720545
f278,0.13467934578819707
f279,0.1346841444720545
f280,0.13457441198371456
f281,0.1346841444720545
f282,0.1346079483661502
f283,0.13473018662411662
f284,0.13473018662411662
f285,0.13364476502964612
f286,0.1346841444720545
f287,0.1346841444720545
f288,0.13471842580024931
f289,0.13472976802846603
f290,0.1346841444720545
f291,0.1346841444720545
f292,0.13468184686455037
f293,0.13470888546687723
f294,0.1346841444720545
f295,0.1346841444720545
f296,0.13475381971593434
f297,0.13467402036553733
f298,0.1346841444720545
f299,0.13463581871146624
f300,0.1346841444720545
f301,0.1346841444720545
f302,0.1347377423267533
f303,0.1346841444720545
f304,0.1346841444720545
f305,0.13466369543438936
f306,0.13471520944677212
f307,0.1346841444720545
f308,0.1346841444720545
f309,0.1346841444720545
f310,0.12247387775218875
f311,0.12219272741801332
f312,0.12238704807871699
f313,0.12211949831792132
f314,0.12223587039368601
f315,0.124092609923344
f316,0.12381215085633997
f317,0.12500538902926736
f318,0.12443234338234482
f319,0.12428081839311401
f320,0.12431481605240471
f321,0.12456539684369997
f322,0.12404046120591303
f323,0.12413183121442384
f324,0.12389379877463068
f325,0.12522461636208213
f326,0.12426283625785774
f327,0.12493975691048717
f328,0.12488990391254336
f329,0.1250200526682946
f330,0.12474588329542122
f331,0.12504369514313254
f332,0.13447809325856774
f333,0.13450342011551245
f334,0.1346841444720545
f335,0.1346841444720545
f336,0.1277879102259648
f337,0.128492900236878
f338,0.12813924408496064
f339,0.12798954490500522
f340,0.12790398524427682
f341,0.12885802352802112
f342,0.12928921368780075
f343,0.12818561484949728
f344,0.12811172167667745
f345,0.12796950794791465
f346,0.1274843029889976
f347,0.12253667509617754
f348,0.12414043242318373
f349,0.13292477020770613
f350,0.12098656390777228
f351,0.12367892616010917
f352,0.12367892616010917
f353,0.12452944675778188
f354,0.1346841444720545
f355,0.12472198321670816
f356,0.12403698709577143
f357,0.12333315487878486
f358,0.12236360062363363
f359,0.13469039556713192
f360,0.13467795549273598
f361,0.1326855585721593
f362,0.13155941782728361
f363,0.1295386320265503
f364,0.12455003337851801
f365,0.12518679749613204
f375,0.1328767995055103
f376,0.13033715127550494
f377,0.1346841444720545
f378,0.1346841444720545
f374,0.1346841444720545
f1,0.1155701561751842
f2,0.11457228595750542
f3,0.11760947808938052
f4,0.11776556405299321
f5,0.11393731881540828
f6,0.11352339738189846
f7,0.11478123133161829
f8,0.11412503887824131
f9,0.11399164844058604
f10,0.1136327325270876
f11,0.11500454627734374
f12,0.1137658833462145
f13,0.11835993799163455
f14,0.11835993799163455
f15,0.11835993799163455
f16,0.11835993799163455
f17,0.11835993799163455
f18,0.11835993799163455
f19,0.11835993799163455
f20,0.11835993799163455
f21,0.11835993799163455
f22,0.11202755418729872
f23,0.11835993799163455
f24,0.11835993799163455
f25,0.11835993799163455
f26,0.11671020024923355
f27,0.11329219607031304
f28,0.11041083623759652
f29,0.1135400137331746
f30,0.11163725295931962
f31,0.11227474778329737
f32,0.11534136010100675
f33,0.11828234913826054
f34,0.11836637398464277
f35,0.11708515790296511
f36,0.11792661838987926
f37,0.11836318540677089
f38,0.11208199821827453
f39,0.11356824886454028
f40,0.11712482079250296
f41,0.11211156443611828
f42,0.11835993799163455
f43,0.1154116654647665
f44,0.1184202632752933
f45,0.1166055942870332
f46,0.113096727306611
f47,0.11284901864927631
f48,0.11653580211936551
f49,0.1173518194277464
f50,0.11835993799163455
f51,0.11205298311927177
f52,0.11835993799163455
f53,0.11835993799163455
f54,0.11835993799163455
f55,0.11835993799163455
f56,0.11835993799163455
f57,0.11835993799163455
f58,0.11237658388659102
f59,0.11078489154193623
f60,0.11571166107839448
f61,0.11828467803569934
f62,0.11835993799163455
f63,0.11852557829432947
f64,0.11844867351484299
f65,0.11586151693998625
f66,0.11835993799163455
f67,0.11131278047833776
f68,0.11072176141755394
f69,0.11310720254247292
f70,0.1182926591117576
f71,0.11836617798902155
f72,0.11806676116635743
f73,0.11517457599564593
f74,0.1138280136407461
f75,0.11813512376504497
f76,0.11063937171827572
f77,0.1108299658108972
f78,0.11495135023998806
f79,0.11842886160341634
f80,0.11835993799163455
f81,0.11855520233147063
f82,0.11757086724924268
f83,0.11559549491455928
f84,0.11832297203863654
f85,0.11244474901804143
f86,0.11292970272859533
f87,0.1171160507886884
f88,0.11835993799163455
f89,0.11782197446691227
f90,0.11483408654767896
f91,0.11371312967267372
f92,0.11835993799163455
f93,0.11254118554098987
f94,0.11328741176098081
f95,0.11146349431076698
f96,0.11121190894826484
f97,0.11206055804280102
f98,0.11232583504034696
f99,0.1114227852624149
f100,0.11350329929917051
f101,0.1124553476245203
f102,0.11835993799163455
f103,0.11123199419317903
f104,0.11685881489277203
f105,0.11263482677285491
f106,0.11393692913722114
f107,0.11638705534692
f108,0.11595642825999329
f109,0.11575956303750527
f110,0.11784529697562976
f111,0.11639412584837033
f112,0.11835993799163455
f113,0.11269756903794359
f114,0.11796941486120711
f115,0.11416012205655668
f116,0.11543351009382635
f117,0.11733879939074644
f118,0.11602666934634695
f119,0.11689449838456607
f120,0.1184416100117507
f121,0.11766929960294026
f122,0.11835993799163455
f123,0.1140348024217806
f124,0.11545527388169853
f126,0.11403956824284037
f127,0.1148862705771697
f128,0.11835993799163455
f129,0.11835993799163455
f130,0.11264152959863476
f131,0.1133187477334964
f132,0.11324551519944574
f133,0.11324670793652639
f134,0.11261857180438879
f135,0.11835993799163455
f136,0.11835993799163455
f137,0.11336205104688687
f138,0.11245805762840874
f139,0.11232564344002867
f140,0.11330027646622876
f141,0.11358029501164851
f142,0.11282779011111811
f143,0.1132091187099252
f144,0.11835993799163455
f145,0.11835993799163455
f146,0.11082843495021275
f147,0.11265486477540523
f148,0.11115157963160484
f149,0.11207924709330767
f150,0.11235798631311256
f151,0.11186278638672931
f152,0.11823169904026946
f153,0.11834704254899751
f154,0.11835993799163455
f155,0.11818779419235975
f156,0.1181037896717072
f157,0.11720315077724223
f158,0.1156725880270432
f159,0.11822350540268152
f160,0.11839656019761692
f161,0.11736374990005322
f162,0.11768765757380854
f163,0.1151377603783724
f164,0.11444837188220355
f165,0.11836234578531858
f166,0.11467375042473298
f167,0.11424015567916908
f168,0.11284848835147306
f169,0.11184399156843561
f170,0.11415586933466886
f171,0.11690039288613562
f172,0.11281068834465952
f173,0.11253056105137989
f174,0.11614894237588656
f175,0.1163764287791937
f176,0.11835993799163455
f177,0.11553817627320105
f178,0.11573100864737405
f179,0.11298785779771933
f180,0.11207273487070644
f181,0.11442341053555295
f182,0.11719679435809113
f183,0.11447939240184725
f184,0.1140819707646547
f185,0.11641944695685975
f186,0.11176271921053313
f187,0.11799003649648528
f188,0.11804230229795919
f189,0.11835993799163455
f190,0.11847655441560159
f191,0.11821335526793797
f192,0.11698189109842817
f193,0.11624617986485858
f194,0.11821508839780324
f195,0.11856144386145184
f196,0.11686479574576196
f197,0.1173973006784729
f198,0.11545830353719296
f199,0.11095939531469172
f200,0.11083106698461653
f201,0.11051882858244111
f202,0.11079540098798016
f203,0.11117351547567957
f204,0.11087634149948754
f205,0.11570267387151413
f206,0.11449364562641381
f207,0.11124523916313599
f208,0.11773623448240671
f209,0.11751556834354242
f210,0.11625594581717143
f211,0.11850216764431117
f212,0.11847726472443193
f213,0.11786698888678096
f214,0.11392660368601645
f215,0.11586489619593467
f216,0.11425411606468275
f217,0.11694430799216314
f218,0.11653400279479537
f219,0.11632701893927723
f220,0.11807164455458662
f221,0.11854292325920653
f222,0.11728979239626931
f223,0.10901586954342819
f224,0.11486731822903205
f225,0.11290411874679841
f226,0.11835993799163455
f227,0.11854794209968772
f228,0.11837780518382582
f229,0.11835993799163455
f230,0.11850168102612048
f231,0.11795691023213765
f232,0.11812691095624152
f233,0.1180631098913177
f234,0.11849383711297179
f235,0.11821894064508308
f236,0.11835993799163455
f237,0.11829366539318292
f238,0.11835993799163455
f239,0.11827536070214162
f240,0.11835993799163455
f241,0.1179403562022379
f242,0.11846538363260149
f243,0.11835993799163455
f244,0.1185558509789245
f245,0.11835993799163455
f246,0.11835993799163455
f247,0.11828443834478962
f248,0.11835993799163455
f249,0.11835993799163455
f250,0.11856212609083147
f251,0.11820566432904862
f252,0.11786737798205582
f253,0.11831254748963248
f254,0.11849824899474412
f255,0.11853258285973466
f256,0.1185074324478116
f257,0.11839821763691508
f258,0.11835993799163455
f259,0.11835993799163455
f260,0.11835993799163455
f261,0.11842349808103327
f262,0.11835993799163455
f263,0.1184687147764674
f264,0.11858490541422274
f265,0.1185485569014824
f266,0.11835993799163455
f267,0.11835993799163455
f268,0.11835993799163455
f269,0.11855515929713366
f270,0.11835993799163455
f271,0.11835993799163455
f272,0.11827262713672701
f273,0.11840008836278465
f274,0.1187459432046052
f275,0.11853935706113373
f276,0.11820614548460416
f277,0.11835993799163455
f278,0.1185417469532733
f279,0.11835993799163455
f280,0.11858646610287761
f281,0.11835993799163455
f282,0.11847450057429991
f283,0.118505468603442
f284,0.118505468603442
f285,0.1177885795676229
f286,0.11835993799163455
f287,0.11835993799163455
f288,0.11856851908210245
f289,0.11839077756932524
f290,0.11835993799163455
f291,0.11835993799163455
f292,0.11845034076025722
f293,0.11848692738453354
f294,0.11835993799163455
f295,0.11835993799163455
f296,0.1185720055388067
f297,0.11847001212867093
f298,0.11835993799163455
f299,0.11834672858535336
f300,0.11835993799163455
f301,0.11835993799163455
f302,0.11837965080002681
f303,0.11835993799163455
f304,0.11835993799163455
f305,0.11840831316372194
f306,0.1184438211274037
f307,0.11835993799163455
f308,0.11835993799163455
f309,0.11835993799163455
f310,0.10842499891665007
f311,0.10790082100035445
f312,0.10804902488770904
f313,0.10762355657256209
f314,0.10769999111183186
f315,0.11001978578598179
f316,0.11002201317383567
f317,0.11068591659187262
f318,0.11055903469272026
f319,0.11040634321394387
f320,0.11084378060339758
f321,0.11100486557415916
f322,0.11049407181393348
f323,0.11041143313303498
f324,0.10989292812657488
f325,0.111497168546606
f326,0.11047841148984784
f327,0.11107115718693968
f328,0.11078599145652616
f329,0.11078404780331973
f330,0.11067172118554319
f331,0.11073255625715053
f332,0.11829275983701855
f333,0.11814044249856243
f334,0.11835993799163455
f335,0.11835993799163455
f336,0.11486756612125511
f337,0.11596803745796914
f338,0.11510812528174262
f339,0.11491314016942775
f340,0.1144868909874888
f341,0.11626238038029536
f342,0.11689013824474218
f343,0.11553118120813802
f344,0.11574525550879823
f345,0.11564843499973472
f346,0.11549790633401552
f347,0.1084915462145426
f348,0.11027349315180114
f349,0.11599893795019645
f350,0.10982095126079315
f351,0.10940758744672555
f352,0.10940758744672555
f353,0.10953372574568326
f354,0.11835993799163455
f355,0.11125275695022888
f356,0.11113052031177077
f357,0.1102038830526627
f358,0.10837150457731151
f359,0.1183090723591885
f360,0.11828907455000937
f361,0.11903592773947254
f362,0.11865952557714471
f363,0.1172809999024144
f364,0.11634241756324416
f365,0.11650337536066427
f375,0.11758312334577234
f376,0.11617669280846436
f377,0.11835993799163455
f378,0.11835993799163455
f374,0.11835993799163455
f1,0.10508665876489495
f2,0.10481403657739863
f3,0.10734832845987742
f4,0.10732281540000438
f5,0.10443915300286102
f6,0.10417992330783629
f7,0.10545577512117334
f8,0.10471764360749683
f9,0.10447340532509816
f10,0.10427796118727425
f11,0.1046594108652703
f12,0.1045132908148269
f13,0.10762355657256209
f14,0.10762355657256209
f15,0.10762355657256209
f16,0.10762355657256209
f17,0.10762355657256209
f18,0.10762355657256209
f19,0.10762355657256209
f20,0.10762355657256209
f21,0.10762355657256209
f22,0.10268614399245572
f23,0.10762355657256209
f24,0.10762355657256209
f25,0.10762355657256209
f26,0.10653322538149256
f27,0.10361101381425919
f28,0.10094916202059366
f29,0.10449620386661207
f30,0.10204260993919718
f31,0.10271192692544075
f32,0.10595695995271076
f33,0.10764554587181112
f34,0.10763223119649591
f35,0.10731925040985804
f36,0.10787108135583381
f37,0.10773365620398463
f38,0.10281414298461959
f39,0.10388918429462848
f40,0.10663324479603084
f41,0.10300725689463713
f42,0.10762355657256209
f43,0.10576220425481377
f44,0.10800175941574772
f45,0.10623262812074968
f46,0.10368999307722776
f47,0.1033701145288349
f48,0.10701734144606734
f49,0.10725921271768184
f50,0.10762355657256209
f51,0.10331271371974632
f52,0.10762355657256209
f53,0.10762355657256209
f54,0.10762355657256209
f55,0.10762355657256209
f56,0.10762355657256209
