iter	Logloss
465	0.08581407598
466	0.08578451215
467	0.08573386646
468	0.08571161076
469	0.08567689716
470	0.08565713114
471	0.08563572742
472	0.08559480381
473	0.08555618055
474	0.08552960813
475	0.08547840392
476	0.08540973404
477	0.08539266597
478	0.08531903566
479	0.08525739938
480	0.08523326931
481	0.08514688765
482	0.08512288064
483	0.08508075479
484	0.08505857482
485	0.08502249805
486	0.08499402286
487	0.08495376191
488	0.08492966024
489	0.08487699819
490	0.0848605265
491	0.08484354363
492	0.08481771906
493	0.08479702533
494	0.08471752579
495	0.08467120629
496	0.0846168308
497	0.08458205094
498	0.08457155261
499	0.08453876071
500	0.0845151797
501	0.08444117072
502	0.08439523934
503	0.08437800088
504	0.08436459633
505	0.08427291344
506	0.08424617062
507	0.08420433822
508	0.08419099048
509	0.0841711014
510	0.08412273713
511	0.08403929007
512	0.08400344997
513	0.08396173117
514	0.08395246348
515	0.08385560242
516	0.08381132767
517	0.08377644368
518	0.08371269637
519	0.08366848789
520	0.08365045424
521	0.08363065982
522	0.08358990661
523	0.08349749479
524	0.08341432226
525	0.08336515334
526	0.08334385375
527	0.0833240404
528	0.08331757479
529	0.08327704877
530	0.08321798738
531	0.08319447263
532	0.08318134262
533	0.08313683121
534	0.08308626125
535	0.08305533425
536	0.08302236249
537	0.08295736561
538	0.08290346345
539	0.0828765881
540	0.08284400446
541	0.08281724271
542	0.08277255144
543	0.08276009354
544	0.08268664309
545	0.08265928495
546	0.08259407035
547	0.08257697388
548	0.08255483177
549	0.08249347002
550	0.08246614028
551	0.08240264857
552	0.08235946247
553	0.08231555692
554	0.08230585377
555	0.08228334247
556	0.08220894537
557	0.08215799676
558	0.08210187944
559	0.08208765131
560	0.08201826198
561	0.08197978073
562	0.08193022368
563	0.08190760825
564	0.08184834806
565	0.08181599162
566	0.08178601126
567	0.08176299824
568	0.08172978981
569	0.08168481455
570	0.08166424388
571	0.08164104153
572	0.08161196049
573	0.0815819044
574	0.08153458145
575	0.08150455376
576	0.08146171792
577	0.08142134336
578	0.08140294052
579	0.08138682856
580	0.08137862112
581	0.08137193778
582	0.08133202708
583	0.08130321111
584	0.08127703628
585	0.08120786468
586	0.08116741439
587	0.08114121116
588	0.08111086162
589	0.08109933144
590	0.08107146211
591	0.08097995907
592	0.0809649263
593	0.08095329199
594	0.08093634698
595	0.08086916334
596	0.08084773122
597	0.08083039809
598	0.08080259503
599	0.08078921889
600	0.08077593741
601	0.0807504063
602	0.08071438633
603	0.08064026376
604	0.08058897435
605	0.0805430335
606	0.08051462458
607	0.08050396532
608	0.08042262929
609	0.08040961287
610	0.08032744379
611	0.08028492035
612	0.08024303115
613	0.08021786924
614	0.08019445862
615	0.08016771581
616	0.08014578196
617	0.08010411997
618	0.08007913791
619	0.0800609528
620	0.08002479083
621	0.08001530541
622	0.0799691563
623	0.07992981359
624	0.07991870941
625	0.07989960604
626	0.07989095368
627	0.07988161026
628	0.07984885622
629	0.07981645245
630	0.07978504265
631	0.07976818284
632	0.07968792599
633	0.07967406706
634	0.0796168043
635	0.07953840288
636	0.07948556096
637	0.07944139035
638	0.07939605535
639	0.07935865801
640	0.07933279557
641	0.07927516835
642	0.07926110589
643	0.07920554236
644	0.07918896181
645	0.07917200734
646	0.07912601443
647	0.07910815117
648	0.07905418748
649	0.07902460945
650	0.07895209145
651	0.07891379479
652	0.07887787895
653	0.07885399974
654	0.07881956541
655	0.07879391597
656	0.07878488021
657	0.07875442653
658	0.07869554026
659	0.07867861892
660	0.07861788669
661	0.07859462281
662	0.0785174047
663	0.07849437748
664	0.07843092363
665	0.07841159781
666	0.07832900273
667	0.07831043422
668	0.07829161485
669	0.0782808136
670	0.07822715283
671	0.07822011923
672	0.07820375168
673	0.07814901174
674	0.07813665324
675	0.07811499393
676	0.07808502304
677	0.07807301007
678	0.07804915926
679	0.07800291075
680	0.07798066925
681	0.07794922159
682	0.07788545535
683	0.07787658052
684	0.0778331341
685	0.07781973902
686	0.07779737918
687	0.0777810637
688	0.07772616283
689	0.07764867965
690	0.07758769183
691	0.07755144939
692	0.07751044059
693	0.0774459265
694	0.07742486357
695	0.07739208113
696	0.07734299268
697	0.07732331659
698	0.07731872062
699	0.07729442015
700	0.0772797755
701	0.07724168237
702	0.07719452034
703	0.0771296418
704	0.07710393082
705	0.07702576607
706	0.07700852286
707	0.07699769794
708	0.0769446383
709	0.07692340971
710	0.07686334013
711	0.07684427937
712	0.07679720254
713	0.07677947655
714	0.07675157409
715	0.0767214612
716	0.0767041186
717	0.07667793904
718	0.07664115228
719	0.07657061751
720	0.07652855792
721	0.0765121667
722	0.07646769316
723	0.07642396747
724	0.07640330214
725	0.07638999699
726	0.07633191065
727	0.07624377295
728	0.0761769869
729	0.07616185473
730	0.07614630129
731	0.07612106365
732	0.07611101971
733	0.07610299213
734	0.07605841919
735	0.07602470904
736	0.07601155063
737	0.07597501473
738	0.07595279216
739	0.07590809142
740	0.07590074543
741	0.07586602237
742	0.07578775821
743	0.07573816803
744	0.07573146576
745	0.07571665545
746	0.07566907216
747	0.07564913575
748	0.0756343349
749	0.07558899517
750	0.07553147682
751	0.07551691736
752	0.07550763074
753	0.07547327687
754	0.07541785061
755	0.07537300314
756	0.07534108216
757	0.07533399649
758	0.0753198157
759	0.07527786971
760	0.07525748837
761	0.07522717195
762	0.07520951223
763	0.07519254355
764	0.07516975773
765	0.0751192209
766	0.07509091138
767	0.07503726008
768	0.07503485559
769	0.07502538438
770	0.07497594566
771	0.07495637371
772	0.07489721292
773	0.07489554681
774	0.07488126189
775	0.07486200233
776	0.07477119508
777	0.07473237303
778	0.07466508999
779	0.07464788939
780	0.07458983144
781	0.07455929257
782	0.07452205615
783	0.07448209812
784	0.07447512132
785	0.07446318409
786	0.07441495235
787	0.07440436882
788	0.0743830077
789	0.07434535003
790	0.07430139241
791	0.07429085148
792	0.07428210444
793	0.07424695066
794	0.0742326894
795	0.0741529248
796	0.07410879205
797	0.07405467216
798	0.07403448962
799	0.07401576018
800	0.07400021148
801	0.07397933315
802	0.07396506243
803	0.07394000938
804	0.07390211031
805	0.07380000954
806	0.07373251824
807	0.07364735775
808	0.07361531844
809	0.07360890016
810	0.07354741535
811	0.07351584936
812	0.07347530914
813	0.07343417726
814	0.07340193915
815	0.07336917565
816	0.07331594561
817	0.07323790865
818	0.07319553667
819	0.07314883377
820	0.07310647598
821	0.07308451374
822	0.07307925511
823	0.07306610616
824	0.07302210594
825	0.07296967109
826	0.0729623535
827	0.07293240154
828	0.07288454373
829	0.07282919793
830	0.07282164368
831	0.07281036909
832	0.07275685033
833	0.07275036578
834	0.07274867128
835	0.07272515654
836	0.07270814053
837	0.07267238562
838	0.07263974992
839	0.07260354535
840	0.07258726773
841	0.07255426757
842	0.07251873985
843	0.07250579917
844	0.07248160283
845	0.07244760396
846	0.07241081247
847	0.07239406626
848	0.07235278292
849	0.07234520973
850	0.07229273228
851	0.07223539378
852	0.07220044826
853	0.07217592533
854	0.0720928522
855	0.07204239111
856	0.07200877089
857	0.07198217007
858	0.07197084342
859	0.07195753827
860	0.07189035464
861	0.0718333664
862	0.07180449836
863	0.07178084162
864	0.07173725792
865	0.07172559048
866	0.07171898288
867	0.07167947924
868	0.07166327262
869	0.07165846838
870	0.07164787065
871	0.07162787743
872	0.07160729256
873	0.07156286162
874	0.07154424105
875	0.07150457648
876	0.07149342496
877	0.07146221396
878	0.07144030378
879	0.07140060608
880	0.07138170625
881	0.07136389979
882	0.07130179492
883	0.07125752491
884	0.07123488108
885	0.0712042712
886	0.07117217035
887	0.07115442543
888	0.07111822086
889	0.07107597194
890	0.07103682803
891	0.0710247914
892	0.0709416804
893	0.07093627504
894	0.07091453052
895	0.07088880062
896	0.07087779583
897	0.07084782494
898	0.07083758221
899	0.07082292336
900	0.070799721
901	0.07077004831
902	0.07072281529
903	0.07071591895
904	0.07070726185
905	0.07067993211
906	0.07067331504
907	0.07065499739
908	0.07060997953
909	0.07057806328
910	0.07056126027
911	0.07052179923
912	0.07048621472
913	0.0704489641
914	0.07039143628
915	0.07036147012
916	0.07034666454
917	0.07032314033
918	0.07025093945
919	0.0702020214
920	0.07018810093
921	0.07016451519
922	0.07015657281
923	0.07011437122
924	0.07006078619
925	0.07003929254
926	0.07000047048
927	0.06991849547
928	0.06985513155
929	0.06983263919
930	0.06981367309
931	0.06977912042
932	0.06975810483
933	0.06973162234
934	0.06970888384
935	0.06968399645
936	0.06967198822
937	0.06964997864
938	0.06963613391
939	0.06958525629
940	0.06956580267
941	0.06956071917
942	0.0695400491
943	0.06949110264
944	0.06946247126
945	0.06944851293
946	0.06941295208
947	0.06938739257
948	0.06933557777
949	0.06926932185
950	0.06925445947
951	0.06919865928
952	0.06918322418
953	0.06913701354
954	0.06911221135
955	0.06909480722
956	0.06904571403
957	0.06903211543
958	0.06898371329
959	0.06897924985
960	0.0689574012
961	0.06895110126
962	0.06893183223
963	0.06889790435
964	0.06887311636
965	0.06885954615
966	0.06882909721
967	0.06880260525
968	0.06875991614
969	0.0687345365
970	0.06872584153
971	0.06869386848
972	0.06861630958
973	0.06855854983
974	0.06853959319
975	0.06852699803
976	0.06851916925
977	0.06848819018
978	0.06845216548
979	0.06843639905
980	0.06842759522
981	0.06837084365
982	0.0683384162
983	0.06830808559
984	0.0682609283
985	0.06822447287
986	0.06821361008
987	0.06816845022
988	0.06814670097
989	0.06809543996
990	0.06808174195
991	0.0680637651
992	0.06805363596
993	0.06801796625
994	0.06800293821
995	0.06797944713
996	0.06796834767
997	0.06794898398
998	0.06789990973
999	0.06787844447
1000	0.06782528543
1001	0.06776096067
1002	0.06770976119
1003	0.0676765291
1004	0.06766700582
1005	0.06760398743
1006	0.06758166547
1007	0.06757244984
1008	0.0675454041
1009	0.06751426883
1010	0.06745311534
1011	0.06745118891
1012	0.06743204295
1013	0.06740651658
1014	0.06736227496
1015	0.0673277223
1016	0.06731855401
1017	0.06729541319
1018	0.06727838771
1019	0.0672426896
1020	0.06721245839
1021	0.06720400482
1022	0.06718883951
1023	0.06718150772
1024	0.0671510209
1025	0.06713434096
1026	0.06709680162
1027	0.06708551283
1028	0.06706140643
1029	0.06698651708
1030	0.06695300572
1031	0.06690152698
1032	0.06689369347
1033	0.06686490589
1034	0.0668506967
1035	0.06680025927
1036	0.06679169683
1037	0.06677789943
1038	0.06673828693
1039	0.06671226357
1040	0.06667642346
1041	0.066658475
1042	0.06663382901
1043	0.06660471011
1044	0.06652798899
1045	0.06649970313
1046	0.06648122929
1047	0.06643681254
1048	0.06640772204
1049	0.06639051197
1050	0.06636807167
1051	0.06631797504
1052	0.06624797512
1053	0.06620818275
1054	0.06619311211
1055	0.06618102341
1056	0.06614695353
1057	0.06611824169
1058	0.06610435909
1059	0.0661005583
1060	0.06605493458
1061	0.0660243673
1062	0.06601416716
1063	0.06600183707
1064	0.06599776648
1065	0.06597244837
1066	0.06596474265
1067	0.0659482189
1068	0.06588630336
1069	0.0658549693
1070	0.06584218954
1071	0.06581762875
1072	0.06574949847
1073	0.06572685464
1074	0.06569402487
1075	0.06564529141
1076	0.06563992865
1077	0.06562241565
1078	0.06561071034
1079	0.06559809152
1080	0.06553911059
1081	0.06550780019
1082	0.06549982941
1083	0.06548193303
1084	0.06546818296
1085	0.06545687524
1086	0.06543590698
1087	0.06537862528
1088	0.06534383596
1089	0.0653086017
1090	0.06525111648
1091	0.06523061681
1092	0.06521942269
1093	0.0651944927
1094	0.06517883514
1095	0.06517132348
1096	0.06515577952
1097	0.06512878584
1098	0.06512274149
1099	0.06510054258
1100	0.0650909767
1101	0.06507838627
1102	0.0650529025
1103	0.06502473971
1104	0.06499479249
1105	0.06498760743
1106	0.0649456567
1107	0.06492510023
1108	0.06489448562
1109	0.06487703889
1110	0.06486674409
1111	0.06482931834
1112	0.06481294133
1113	0.06481008245
1114	0.06480448776
1115	0.06479596319
1116	0.06478209479
1117	0.06475738727
1118	0.06474484417
1119	0.06473912168
1120	0.06473771118
1121	0.06471260606
1122	0.06468262097
1123	0.06462639006
1124	0.06460070749
1125	0.06456475378
1126	0.0645604702
1127	0.06452183274
1128	0.06443509608
1129	0.06439427187
1130	0.06434301559
1131	0.06432928919
1132	0.06430641343
1133	0.06425608013
1134	0.06424074443
1135	0.06423845827
1136	0.06420609236
1137	0.06419052473
1138	0.06417949628
1139	0.06417521743
1140	0.06414932659
1141	0.06409419379
1142	0.06408902982
1143	0.06406931587
1144	0.06404711696
1145	0.06403736648
1146	0.06401015034
1147	0.06399051212
1148	0.06397297546
1149	0.06395507434
1150	0.06391825918
1151	0.06388545308
1152	0.06385889486
1153	0.06380922422
1154	0.06379558301
1155	0.06378817549
1156	0.06375411981
1157	0.06372723027
1158	0.06369461349
1159	0.06369036778
1160	0.06364687402
1161	0.06362868417
1162	0.06360190822
1163	0.06359718444
1164	0.06358497741
1165	0.06357019549
1166	0.06355757667
1167	0.06351677612
1168	0.06349771063
1169	0.06346241484
1170	0.06344729213
1171	0.06343677013
1172	0.06342035998
1173	0.06337916185
1174	0.06336979003
1175	0.0633346883
1176	0.0633261732
1177	0.06331416497
1178	0.06330106808
1179	0.0632780172
1180	0.06324669733
1181	0.06323936554
1182	0.06322882934
1183	0.0631792581
1184	0.06317365394
1185	0.06315912289
1186	0.06313389944
1187	0.06311736149
1188	0.06310527279
1189	0.06305620801
1190	0.06302814461
1191	0.06300835493
1192	0.06300380628
1193	0.06295607627
1194	0.06293887094
1195	0.06292093668
1196	0.06291506746
1197	0.06289976016
1198	0.06287520883
1199	0.06286471997
1200	0.0628561528
1201	0.06283120388
1202	0.0627836916
1203	0.06276511362
1204	0.06275848708
1205	0.0627422
1206	0.06273168273
1207	0.06272414268
1208	0.06271401354
1209	0.06270255909
1210	0.06269763652
1211	0.0626383006
1212	0.06263504413
1213	0.06260195403
1214	0.06258936361
1215	0.06257889368
1216	0.06256314618
1217	0.0625242058
1218	0.06250704306
1219	0.06250039759
1220	0.06247698224
1221	0.06245774635
1222	0.06243659349
1223	0.06242867478
1224	0.06242328835
1225	0.06241281368
1226	0.06237189954
1227	0.0623565591
1228	0.06233001034
1229	0.06229570854
1230	0.06226929232
1231	0.06224898197
1232	0.06223378353
1233	0.06222256102
1234	0.06219063057
1235	0.0621437052
1236	0.06213589062
1237	0.06210939393
1238	0.06209151648
1239	0.06205983216
1240	0.06201988359
1241	0.06201463443
1242	0.06199130428
1243	0.06194911689
1244	0.06192734871
1245	0.06192179188
1246	0.06191772603
1247	0.06191006291
1248	0.06190230039
1249	0.06186640349
1250	0.06179228565
1251	0.06178341555
1252	0.06177265689
1253	0.06173458269
1254	0.06171247845
1255	0.06170024302
1256	0.06163224527
1257	0.06160231225
1258	0.06157292355
1259	0.06155501769
1260	0.0615320662
1261	0.06152070642
1262	0.06150134273
1263	0.06148964215
1264	0.06147672987
1265	0.06145751764
1266	0.06139247343
1267	0.06137176076
1268	0.06135915613
1269	0.06134991211
1270	0.06133224292
1271	0.06132851313
1272	0.06131981343
1273	0.06131796746
1274	0.06128445611
1275	0.06126572194
1276	0.06124710136
1277	0.06123937198
1278	0.06120173324
1279	0.06117483896
1280	0.06116005704
1281	0.0611586702
1282	0.06112412227
1283	0.06110920782
1284	0.06107084016
1285	0.06102677368
1286	0.06099631527
1287	0.06095154353
1288	0.06093165445
1289	0.06092196077
1290	0.06091613415
1291	0.06089012025
1292	0.0608768293
1293	0.06083433426
1294	0.06082086818
1295	0.06076942257
1296	0.06075965316
1297	0.06074589836
1298	0.0606918258
1299	0.06067752195
1300	0.06067063508
1301	0.06062338312
1302	0.06058877366
1303	0.06058198619
1304	0.06057739968
1305	0.06054405872
1306	0.06052688652
1307	0.06051517174
1308	0.06050377883
1309	0.06048222838
1310	0.06047646329
1311	0.06046183284
1312	0.06044447131
1313	0.06043717265
1314	0.0604083898
1315	0.06035912149
1316	0.06035372086
1317	0.0603359286
1318	0.06030999517
1319	0.06029853126
1320	0.06028163832
1321	0.06027578329
1322	0.06026256335
1323	0.06024686792
1324	0.06020872745
1325	0.0601667152
1326	0.06013277312
1327	0.06009181638
1328	0.06007731846
1329	0.06004354677
1330	0.06003849167
1331	0.0600316332
1332	0.06002051955
1333	0.05999488905
1334	0.05997141216
1335	0.05995768103
1336	0.05993436981
1337	0.05991028708
1338	0.05990115192
1339	0.05988846683
1340	0.05986230147
1341	0.05984912412
1342	0.05984161247
1343	0.05982218251
1344	0.05979467764
1345	0.05977784623
1346	0.05973166399
1347	0.05970755759
1348	0.05969384065
1349	0.05968735138
1350	0.05966862667
1351	0.05966098722
1352	0.05964760634
1353	0.05962994188
1354	0.05962217937
1355	0.05960919135
1356	0.0595841667
1357	0.05957058229
1358	0.05952417286
1359	0.05948119029
1360	0.05946664503
1361	0.05945740101
1362	0.05944791086
1363	0.05944560104
1364	0.05941792104
1365	0.05941106257
1366	0.05938803062
1367	0.05937032356
1368	0.05936609677
1369	0.05933180443
1370	0.05931580134
1371	0.05931014985
1372	0.05927639237
1373	0.05925324681
1374	0.05923252941
1375	0.0592230724
1376	0.05918613418
1377	0.05913305087
1378	0.05912584214
1379	0.05910050983
1380	0.05906616542
1381	0.05902347631
1382	0.0589826947
1383	0.05897804192
1384	0.05896230389
1385	0.05891283678
1386	0.05889824419
1387	0.05887988868
1388	0.05886162783
1389	0.05885283347
1390	0.05883302485
1391	0.05877143117
1392	0.05875352059
1393	0.05874590007
1394	0.05873019517
1395	0.0587234219
1396	0.05869976042
1397	0.05868354907
1398	0.05864353424
1399	0.05859528357
1400	0.0585677077
1401	0.0585610007
1402	0.05854184053
1403	0.05852308743
1404	0.05850296168
1405	0.05847610527
1406	0.05846014004
1407	0.05845110902
1408	0.05840797498
1409	0.05840441085
1410	0.05838801963
1411	0.05835389296
1412	0.05833676809
1413	0.05831523657
1414	0.0583118097
1415	0.05826920579
1416	0.05826063862
1417	0.05823329468
1418	0.05817642951
1419	0.0581684824
1420	0.05815561272
1421	0.05813512724
1422	0.05810918435
1423	0.05809628626
1424	0.0580802595
1425	0.05807601852
1426	0.05801214342
1427	0.05797639324
1428	0.05795444993
1429	0.05793221789
1430	0.05790093589
1431	0.05786729674
1432	0.05785039434
1433	0.05779627918
1434	0.05778753688
1435	0.05777664569
1436	0.05775577683
1437	0.05774661327
1438	0.05772142769
1439	0.05770563286
1440	0.05769062375
1441	0.05767735647
1442	0.05763081924
1443	0.05761305538
1444	0.0575962287
1445	0.05758372348
1446	0.05753303046
1447	0.05750083968
1448	0.05747007834
1449	0.05746601248
1450	0.05744603347
1451	0.0574233707
1452	0.05741742575
1453	0.05737689027
1454	0.05736167289
1455	0.05735262294
1456	0.05733382723
1457	0.05731387662
1458	0.05728009073
1459	0.05725129369
1460	0.05724317145
1461	0.0572093335
1462	0.05719154598
1463	0.0571643961
1464	0.05713222425
1465	0.05712017342
1466	0.05709961221
1467	0.05708436171
1468	0.05707214994
1469	0.05702960757
1470	0.05701560664
1471	0.05699525369
1472	0.05694854133
1473	0.05693601244
1474	0.05692504078
1475	0.05691233676
1476	0.05686898973
1477	0.05684091214
1478	0.05682498951
1479	0.0568166874
1480	0.05678065323
1481	0.05676838467
1482	0.05674155192
1483	0.05673108672
1484	0.05667873233
1485	0.05666337769
1486	0.05664064867
1487	0.0566097406
1488	0.05659280979
1489	0.05657614878
1490	0.05654924503
1491	0.05652619414
1492	0.05650938166
1493	0.05650408043
1494	0.05649627532
1495	0.05648623138
1496	0.05643789078
1497	0.05640473442
1498	0.05638252131
1499	0.05637274717
1500	0.05635452892
